Date,BRL_spot_FX_rate,Date,Current_account,Date,Trade_balance,Date,Implied_rate,Date,REER,Date,MOV_AVG_200D,Date,MOV_AVG_50D
3/31/99,1.7175,,,,,,,10/16/98,97.47,3/31/99,1.3702,3/31/99,1.8954
3/30/99,1.7425,,,,,,,10/15/98,97.78,3/30/99,1.3674,3/30/99,1.8925
3/29/99,1.7525,,,,,,,10/14/98,98.04,3/29/99,1.3644,3/29/99,1.8889
3/26/99,1.7725,,,,,,,10/13/98,98.12,3/26/99,1.3615,3/26/99,1.8854
3/25/99,1.7875,,,,,,,10/12/98,98.36,3/25/99,1.3584,3/25/99,1.8786
3/24/99,1.84,,,,,,,10/9/98,98.08,3/24/99,1.3552,3/24/99,1.8692
3/23/99,1.85,,,,,,,10/8/98,98.01,3/23/99,1.3518,3/23/99,1.8588
3/22/99,1.845,,,,,,,10/7/98,98.33,3/22/99,1.3483,3/22/99,1.846
3/19/99,1.8525,,,,,,,10/6/98,99.41,3/19/99,1.3449,3/19/99,1.8333
3/18/99,1.8475,,,,,,,10/5/98,99.26,3/18/99,1.3414,3/18/99,1.8205
3/17/99,1.88,,,,,,,10/2/98,99.62,3/17/99,1.3379,3/17/99,1.8077
3/16/99,1.8675,,,,,,,10/1/98,99.84,3/16/99,1.3343,3/16/99,1.7943
3/15/99,1.86,,,,,,,9/30/98,100.01,3/15/99,1.3307,3/15/99,1.7811
3/12/99,1.9125,,,,,,,9/29/98,99.92,3/12/99,1.3272,3/12/99,1.768
3/11/99,1.91,,,,,,,9/28/98,100.14,3/11/99,1.3234,3/11/99,1.754
3/10/99,1.865,,,,,,,9/25/98,100.1,3/10/99,1.3196,3/10/99,1.7399
3/9/99,1.88,,,,,,,9/24/98,100.25,3/9/99,1.316,3/9/99,1.7268
3/8/99,1.955,,,,,,,9/23/98,100.6,3/8/99,1.3124,3/8/99,1.7133
3/5/99,1.975,,,,,,,9/22/98,100.46,3/5/99,1.3083,3/5/99,1.6984
3/4/99,2.065,,,,,,,9/21/98,100.71,3/4/99,1.3042,3/4/99,1.6831
3/3/99,2.15,,,,,,,9/18/98,100.75,3/3/99,1.2996,3/3/99,1.6659
3/2/99,2.15,,,,,,,9/17/98,100.67,3/2/99,1.2946,3/2/99,1.6471
3/1/99,2.14,,,,,,,9/16/98,100.67,3/1/99,1.2897,3/1/99,1.6282
2/26/99,2.035,,,,,,,9/15/98,100.6,2/26/99,1.2847,2/26/99,1.6095
2/25/99,2.045,,,,,,,9/14/98,100.82,2/25/99,1.2803,2/25/99,1.593
2/24/99,2.04,,,,,,,9/11/98,100.71,2/24/99,1.2758,2/24/99,1.5762
2/23/99,2.005,,,,,,,9/10/98,100.98,2/23/99,1.2714,2/23/99,1.5595
2/22/99,1.96,,,,,,,9/9/98,101.83,2/22/99,1.2671,2/22/99,1.5435
2/19/99,1.93,,,,,,,9/8/98,102.01,2/19/99,1.263,2/19/99,1.5283
2/18/99,1.91,,,,,,,9/4/98,102.07,2/18/99,1.2591,2/18/99,1.5138
2/17/99,1.91,,,,,,,9/3/98,101.78,2/17/99,1.2553,2/17/99,1.4996
2/16/99,1.89,,,,,,,9/2/98,102.31,2/16/99,1.2515,2/16/99,1.4855
2/15/99,1.9,,,,,,,9/1/98,102.29,2/15/99,1.2477,2/15/99,1.4718
2/12/99,1.895,,,,,,,8/31/98,102.8,2/12/99,1.244,2/12/99,1.4578
2/11/99,1.9,,,,,,,8/28/98,103.3,2/11/99,1.2402,2/11/99,1.4439
2/10/99,1.88,,,,,,,8/27/98,103.78,2/10/99,1.2364,2/10/99,1.43
2/9/99,1.905,,,,,,,8/25/98,103.78,2/9/99,1.2328,2/9/99,1.4164
2/8/99,1.91,,,,,,,8/24/98,103.52,2/8/99,1.229,2/8/99,1.4023
2/5/99,1.83,,,,,,,8/21/98,103.72,2/5/99,1.2251,2/5/99,1.3881
2/4/99,1.8,,,,,,,8/20/98,103.54,2/4/99,1.2217,2/4/99,1.3755
2/3/99,1.79,,,,,,,8/19/98,103.59,2/3/99,1.2184,2/3/99,1.3635
2/2/99,1.75,,,,,,,8/18/98,103.69,2/2/99,1.2152,2/2/99,1.3517
2/1/99,1.94,,,,,,,8/17/98,103.81,2/1/99,1.2122,2/1/99,1.3406
1/29/99,2.05,,,,,,,8/14/98,104,1/29/99,1.2082,1/29/99,1.3258
1/28/99,1.94,,,,,,,8/13/98,103.75,1/28/99,1.2037,1/28/99,1.3086
1/27/99,1.91,,,,,,,8/12/98,103.67,1/27/99,1.1997,1/27/99,1.2937
1/26/99,1.83,,,,,,,8/11/98,104.07,1/26/99,1.1958,1/26/99,1.2793
1/25/99,1.78,,,,,,,8/10/98,103.98,1/25/99,1.1924,1/25/99,1.2665
1/22/99,1.715,,,,,,,8/7/98,103.98,1/22/99,1.1892,1/22/99,1.2547
1/21/99,1.7,,,,,,,8/6/98,103.81,1/21/99,1.1863,1/21/99,1.2443
1/20/99,1.575,,,,,,,8/5/98,103.72,1/20/99,1.1835,1/20/99,1.2341
1/19/99,1.56,,,,,,,8/4/98,104.03,1/19/99,1.1813,1/19/99,1.2264
1/18/99,1.58,,,,,,,8/3/98,104.25,1/18/99,1.1792,1/18/99,1.219
1/15/99,1.43,,,,,,,7/31/98,104.26,1/15/99,1.177,1/15/99,1.2112
1/14/99,1.3189,,,,,,,7/30/98,104.14,1/14/99,1.1756,1/14/99,1.2063
1/13/99,1.32,,,,,,,7/29/98,104.18,1/13/99,1.1747,1/13/99,1.2038
1/12/99,1.211,,,,,,,7/28/98,104.1,1/12/99,1.1738,1/12/99,1.2012
1/11/99,1.2106,,,,,,,7/27/98,104,1/11/99,1.1734,1/11/99,1.2008
1/8/99,1.21,,,,,,,7/24/98,103.98,1/8/99,1.1731,1/8/99,1.2005
1/7/99,1.2097,,,,,,,7/23/98,104.37,1/7/99,1.1727,1/7/99,1.2001
1/6/99,1.2092,,,,,,,7/22/98,104.51,1/6/99,1.1723,1/6/99,1.1998
1/5/99,1.208,,,,,,,7/21/98,104.68,1/5/99,1.172,1/5/99,1.1994
1/4/99,1.2074,,,,,,,7/20/98,104.5,1/4/99,1.1716,1/4/99,1.1991
1/1/99,1.2083,,,,,,,7/17/98,104.59,1/1/99,1.1713,1/1/99,1.1988
12/31/98,1.2083,,,,,,,7/16/98,104.67,12/31/98,1.1709,12/31/98,1.1984
12/30/98,1.2079,,,,,,,7/15/98,105.01,12/30/98,1.1705,12/30/98,1.1981
12/29/98,1.208,,,,,,,7/14/98,104.78,12/29/98,1.1702,12/29/98,1.1977
12/28/98,1.208,,,,,,,7/13/98,105.06,12/28/98,1.1698,12/28/98,1.1973
12/25/98,1.2075,,,,,,,7/10/98,105.62,12/25/98,1.1694,12/25/98,1.197
12/24/98,1.2075,,,,,,,7/9/98,105.63,12/24/98,1.1691,12/24/98,1.1966
12/23/98,1.2074,,,,,,,7/8/98,105.4,12/23/98,1.1687,12/23/98,1.1962
12/22/98,1.207,,,,,,,7/7/98,105.5,12/22/98,1.1683,12/22/98,1.1959
12/21/98,1.2065,,,,,,,7/6/98,105.64,12/21/98,1.168,12/21/98,1.1955
12/18/98,1.2064,,,,,,,7/3/98,105.81,12/18/98,1.1676,12/18/98,1.195
12/17/98,1.206,,,,,,,7/2/98,105.96,12/17/98,1.1672,12/17/98,1.1946
12/16/98,1.2049,,,,,,,7/1/98,105.74,12/16/98,1.1669,12/16/98,1.1942
12/15/98,1.2047,,,,,,,6/30/98,105.62,12/15/98,1.1665,12/15/98,1.1938
12/14/98,1.2021,,,,,,,6/29/98,105.95,12/14/98,1.1661,12/14/98,1.1934
12/11/98,1.2036,,,,,,,6/26/98,105.94,12/11/98,1.1658,12/11/98,1.1931
12/10/98,1.2024,,,,,,,6/25/98,105.49,12/10/98,1.1654,12/10/98,1.1926
12/9/98,1.2033,,,,,,,6/24/98,105.55,12/9/98,1.1651,12/9/98,1.1922
12/8/98,1.203,,,,,,,6/23/98,105.58,12/8/98,1.1647,12/8/98,1.1918
12/7/98,1.2025,,,,,,,6/22/98,105.38,12/7/98,1.1644,12/7/98,1.1915
12/4/98,1.2022,,,,,,,6/19/98,104.87,12/4/98,1.164,12/4/98,1.1911
12/3/98,1.2018,,,,,,,6/18/98,105.26,12/3/98,1.1636,12/3/98,1.1908
12/2/98,1.2008,,,,,,,6/17/98,105.44,12/2/98,1.1633,12/2/98,1.1904
12/1/98,1.2012,,,,,,,6/16/98,106.04,12/1/98,1.1629,12/1/98,1.1901
11/30/98,1.2008,,,,,,,6/15/98,106.5,11/30/98,1.1625,11/30/98,1.1897
11/27/98,1.1999,,,,,,,6/12/98,106.06,11/27/98,1.1622,11/27/98,1.1893
11/26/98,1.1986,,,,,,,6/11/98,106.1,11/26/98,1.1618,11/26/98,1.1889
11/25/98,1.1977,,,,,,,6/10/98,105.75,11/25/98,1.1615,11/25/98,1.1886
11/24/98,1.1974,,,,,,,6/9/98,105.38,11/24/98,1.1611,11/24/98,1.1882
11/23/98,1.197,,,,,,,6/8/98,105.47,11/23/98,1.1608,11/23/98,1.1879
11/20/98,1.1946,,,,,,,6/5/98,105.34,11/20/98,1.1604,11/20/98,1.1875
11/19/98,1.1928,,,,,,,6/4/98,105.17,11/19/98,1.1601,11/19/98,1.1872
11/18/98,1.1908,,,,,,,6/3/98,105.22,11/18/98,1.1598,11/18/98,1.187
11/17/98,1.1905,,,,,,,6/2/98,105.51,11/17/98,1.1594,11/17/98,1.1867
11/16/98,1.1905,,,,,,,6/1/98,105.43,11/16/98,1.1591,11/16/98,1.1865
11/13/98,1.1911,,,,,,,5/29/98,105.58,11/13/98,1.1588,11/13/98,1.1862
11/12/98,1.1909,,,,,,,5/28/98,105.61,11/12/98,1.1585,11/12/98,1.1859
11/11/98,1.1904,,,,,,,5/27/98,105.47,11/11/98,1.1581,11/11/98,1.1857
11/10/98,1.1907,,,,,,,5/26/98,104.95,11/10/98,1.1578,11/10/98,1.1854
11/9/98,1.1894,,,,,,,5/22/98,104.74,11/9/98,1.1575,11/9/98,1.1851
11/6/98,1.1882,,,,,,,5/21/98,104.91,11/6/98,1.1571,11/6/98,1.1849
11/5/98,1.1907,,,,,,,5/20/98,105.27,11/5/98,1.1568,11/5/98,1.1846
11/4/98,1.1912,,,,,,,5/19/98,105.69,11/4/98,1.1565,11/4/98,1.1843
11/3/98,1.1916,,,,,,,5/18/98,105.8,11/3/98,1.1561,11/3/98,1.1839
11/2/98,1.1929,,,,,,,5/15/98,105.61,11/2/98,1.1558,11/2/98,1.1836
10/30/98,1.1928,,,,,,,5/14/98,105.41,10/30/98,1.1554,10/30/98,1.1832
10/29/98,1.1918,,,,,,,5/13/98,105.36,10/29/98,1.1551,10/29/98,1.1829
10/28/98,1.192,,,,,,,5/12/98,105.23,10/28/98,1.1547,10/28/98,1.1825
10/27/98,1.1918,,,,,,,5/11/98,105.21,10/27/98,1.1543,10/27/98,1.1821
10/26/98,1.1913,,,,,,,5/8/98,105.11,10/26/98,1.154,10/26/98,1.1818
10/23/98,1.1911,,,,,,,5/7/98,105.07,10/23/98,1.1536,10/23/98,1.1814
10/22/98,1.1905,,,,,,,5/6/98,104.93,10/22/98,1.1533,10/22/98,1.181
10/21/98,1.1899,,,,,,,5/5/98,104.87,10/21/98,1.1529,10/21/98,1.1806
10/20/98,1.1896,,,,,,,5/4/98,105.13,10/20/98,1.1526,10/20/98,1.1802
10/19/98,1.1899,,,,,,,5/1/98,105.05,10/19/98,1.1522,10/19/98,1.1798
10/16/98,1.1886,,,,,,,4/30/98,105.23,10/16/98,1.1518,10/16/98,1.1793
10/15/98,1.1886,,,,,,,4/29/98,105.16,10/15/98,1.1515,10/15/98,1.1789
10/14/98,1.1888,,,,,,,4/28/98,105.15,10/14/98,1.1511,10/14/98,1.1785
10/13/98,1.1877,,,,,,,4/27/98,105.2,10/13/98,1.1508,10/13/98,1.1781
10/12/98,1.1845,,,,,,,4/24/98,105.19,10/12/98,1.1504,10/12/98,1.1776
10/9/98,1.1867,,,,,,,4/23/98,105.26,10/9/98,1.1501,10/9/98,1.1772
10/8/98,1.1845,,,,,,,4/22/98,105.19,10/8/98,1.1497,10/8/98,1.1768
10/7/98,1.1832,,,,,,,4/21/98,105.23,10/7/98,1.1494,10/7/98,1.1763
10/6/98,1.1849,,,,,,,4/20/98,105.49,10/6/98,1.1491,10/6/98,1.1759
10/5/98,1.186,,,,,,,4/17/98,105.43,10/5/98,1.1487,10/5/98,1.1755
10/2/98,1.1832,,,,,,,4/16/98,105.57,10/2/98,1.1484,10/2/98,1.1751
10/1/98,1.18,,,,,,,4/15/98,105.35,10/1/98,1.148,10/1/98,1.1747
9/30/98,1.1856,,,,,,,4/14/98,105.43,9/30/98,1.1477,9/30/98,1.1744
9/29/98,1.185,,,,,,,4/13/98,105.88,9/29/98,1.1473,9/29/98,1.1739
9/28/98,1.1849,,,,,,,4/10/98,105.77,9/28/98,1.147,9/28/98,1.1734
9/25/98,1.1848,,,,,,,4/9/98,105.85,9/25/98,1.1466,9/25/98,1.1729
9/24/98,1.1835,,,,,,,4/8/98,106.09,9/24/98,1.1463,9/24/98,1.1725
9/23/98,1.1839,,,,,,,4/7/98,106.61,9/23/98,1.1459,9/23/98,1.172
9/22/98,1.183,,,,,,,4/6/98,106.68,9/22/98,1.1456,9/22/98,1.1716
9/21/98,1.1816,,,,,,,4/3/98,106.78,9/21/98,1.1452,9/21/98,1.1712
9/18/98,1.1807,,,,,,,4/2/98,106.85,9/18/98,1.1449,9/18/98,1.1708
9/17/98,1.1801,,,,,,,4/1/98,106.8,9/17/98,1.1446,9/17/98,1.1704
9/16/98,1.1796,,,,,,,3/31/98,106.64,9/16/98,1.1442,9/16/98,1.17
9/15/98,1.1798,,,,,,,3/30/98,106.62,9/15/98,1.1439,9/15/98,1.1696
9/14/98,1.1804,,,,,,,3/27/98,105.96,9/14/98,1.1436,9/14/98,1.1692
9/11/98,1.1793,,,,,,,3/26/98,106.03,9/11/98,1.1432,9/11/98,1.1687
9/10/98,1.1794,,,,,,,3/25/98,106.14,9/10/98,1.1429,9/10/98,1.1683
9/9/98,1.1791,,,,,,,3/24/98,106.32,9/9/98,1.1425,9/9/98,1.1678
9/8/98,1.1768,,,,,,,3/23/98,106.31,9/8/98,1.1422,9/8/98,1.1674
9/7/98,1.1775,,,,,,,3/20/98,106.66,9/7/98,1.1418,9/7/98,1.167
9/4/98,1.1781,,,,,,,3/19/98,106.39,9/4/98,1.1415,9/4/98,1.1666
9/3/98,1.1775,,,,,,,3/18/98,106.66,9/3/98,1.1412,9/3/98,1.1661
9/2/98,1.177,,,,,,,3/17/98,106.54,9/2/98,1.1408,9/2/98,1.1657
9/1/98,1.1768,,,,,,,3/16/98,106.59,9/1/98,1.1405,9/1/98,1.1652
8/31/98,1.1765,,,,,,,3/13/98,106.51,8/31/98,1.1401,8/31/98,1.1648
8/28/98,1.176,,,,,,,3/12/98,106.94,8/28/98,1.1398,8/28/98,1.1644
8/27/98,1.1747,,,,,,,3/11/98,107.15,8/27/98,1.1395,8/27/98,1.164
8/26/98,1.1726,,,,,,,3/10/98,107.07,8/26/98,1.1391,8/26/98,1.1636
8/25/98,1.1743,,,,,,,3/9/98,107.08,8/25/98,1.1388,8/25/98,1.1632
8/24/98,1.1747,,,,,,,3/6/98,107.29,8/24/98,1.1385,8/24/98,1.1628
8/21/98,1.1749,,,,,,,3/5/98,107.06,8/21/98,1.1381,8/21/98,1.1624
8/20/98,1.1733,,,,,,,3/4/98,106.7,8/20/98,1.1378,8/20/98,1.162
8/19/98,1.1737,,,,,,,3/3/98,106.5,8/19/98,1.1375,8/19/98,1.1616
8/18/98,1.1735,,,,,,,3/2/98,106,8/18/98,1.1371,8/18/98,1.1613
8/17/98,1.1725,,,,,,,2/27/98,106.64,8/17/98,1.1368,8/17/98,1.1608
8/14/98,1.1712,,,,,,,2/26/98,106.9,8/14/98,1.1364,8/14/98,1.1604
8/13/98,1.1713,,,,,,,2/25/98,106.92,8/13/98,1.1361,8/13/98,1.1601
8/12/98,1.1696,,,,,,,2/24/98,106.78,8/12/98,1.1358,8/12/98,1.1597
8/11/98,1.1686,,,,,,,2/23/98,106.75,8/11/98,1.1355,8/11/98,1.1593
8/10/98,1.1687,,,,,,,2/20/98,107.11,8/10/98,1.1351,8/10/98,1.159
8/7/98,1.1679,,,,,,,2/19/98,107.01,8/7/98,1.1348,8/7/98,1.1586
8/6/98,1.1678,,,,,,,2/18/98,107.13,8/6/98,1.1345,8/6/98,1.1583
8/5/98,1.1671,,,,,,,2/17/98,107.3,8/5/98,1.1342,8/5/98,1.1579
8/4/98,1.1655,,,,,,,2/13/98,107.1,8/4/98,1.1339,8/4/98,1.1576
8/3/98,1.1639,,,,,,,2/12/98,106.79,8/3/98,1.1336,8/3/98,1.1573
7/31/98,1.163,,,,,,,2/11/98,106.86,7/31/98,1.1332,7/31/98,1.1571
7/30/98,1.162,,,,,,,2/10/98,106.74,7/30/98,1.1329,7/30/98,1.1569
7/29/98,1.1628,,,,,,,2/9/98,107.07,7/29/98,1.1326,7/29/98,1.1566
7/28/98,1.1659,,,,,,,2/6/98,106.81,7/28/98,1.1323,7/28/98,1.1563
7/27/98,1.1657,,,,,,,2/5/98,106.71,7/27/98,1.132,7/27/98,1.156
7/24/98,1.1651,,,,,,,2/4/98,106.97,7/24/98,1.1317,7/24/98,1.1556
7/23/98,1.1642,,,,,,,2/3/98,107.38,7/23/98,1.1313,7/23/98,1.1552
7/22/98,1.1605,,,,,,,2/2/98,107.64,7/22/98,1.131,7/22/98,1.1549
7/21/98,1.1606,,,,,,,1/30/98,107.86,7/21/98,1.1307,7/21/98,1.1546
7/20/98,1.1603,,,,,,,1/29/98,107.93,7/20/98,1.1304,7/20/98,1.1543
7/17/98,1.1614,,,,,,,1/28/98,107.59,7/17/98,1.1301,7/17/98,1.154
7/16/98,1.1617,,,,,,,1/27/98,107.33,7/16/98,1.1298,7/16/98,1.1537
7/15/98,1.1611,,,,,,,1/26/98,107.67,7/15/98,1.1294,7/15/98,1.1533
7/14/98,1.1631,,,,,,,1/23/98,107.56,7/14/98,1.1291,7/14/98,1.153
7/13/98,1.1614,,,,,,,1/22/98,108.1,7/13/98,1.1288,7/13/98,1.1526
7/10/98,1.1608,,,,,,,1/21/98,108.33,7/10/98,1.1285,7/10/98,1.1523
7/9/98,1.1615,,,,,,,1/20/98,108.44,7/9/98,1.1282,7/9/98,1.1519
7/8/98,1.1592,,,,,,,1/16/98,108.17,7/8/98,1.1278,7/8/98,1.1516
7/7/98,1.1584,,,,,,,1/15/98,108.2,7/7/98,1.1275,7/7/98,1.1513
7/6/98,1.1579,,,,,,,1/14/98,108.35,7/6/98,1.1272,7/6/98,1.151
7/3/98,1.1571,,,,,,,1/13/98,108.57,7/3/98,1.1269,7/3/98,1.1507
7/2/98,1.1568,,,,,,,1/12/98,108.59,7/2/98,1.1266,7/2/98,1.1505
7/1/98,1.1568,,,,,,,1/9/98,108.62,7/1/98,1.1263,7/1/98,1.1502
6/30/98,1.1565,,,,,,,1/8/98,108.67,6/30/98,1.126,6/30/98,1.1499
6/29/98,1.1562,,,,,,,1/7/98,108.5,6/29/98,1.1257,6/29/98,1.1496
6/26/98,1.156,,,,,,,1/6/98,108.58,6/26/98,1.1253,6/26/98,1.1493
6/25/98,1.1557,,,,,,,1/5/98,108.36,6/25/98,1.125,6/25/98,1.149
6/24/98,1.1555,,,,,,,1/2/98,107.66,6/24/98,1.1247,6/24/98,1.1487
6/23/98,1.1551,,,,,,,12/31/97,107.33,6/23/98,1.1244,6/23/98,1.1484
6/22/98,1.155,,,,,,,12/30/97,107.09,6/22/98,1.1241,6/22/98,1.1481
6/19/98,1.1558,,,,,,,12/29/97,106.56,6/19/98,1.1238,6/19/98,1.1478
6/18/98,1.1556,,,,,,,12/26/97,106.56,6/18/98,1.1235,6/18/98,1.1474
6/17/98,1.1549,,,,,,,12/24/97,107.11,6/17/98,1.1232,6/17/98,1.1471
6/16/98,1.1545,,,,,,,12/23/97,107.27,6/16/98,1.1228,6/16/98,1.1468
6/15/98,1.1547,,,,,,,12/22/97,106.92,6/15/98,1.1225,6/15/98,1.1465
6/12/98,1.1545,,,,,,,12/19/97,106.4,6/12/98,1.1222,6/12/98,1.1461
6/11/98,1.1535,,,,,,,12/18/97,106.26,6/11/98,1.1219,6/11/98,1.1458
6/10/98,1.1542,,,,,,,12/17/97,106.18,6/10/98,1.1216,6/10/98,1.1455
6/9/98,1.1533,,,,,,,12/16/97,106.72,6/9/98,1.1213,6/9/98,1.1451
6/8/98,1.1525,,,,,,,12/15/97,106.82,6/8/98,1.121,6/8/98,1.1448
6/5/98,1.152,,,,,,,12/12/97,106.56,6/5/98,1.1207,6/5/98,1.1445
6/4/98,1.1513,,,,,,,12/11/97,106.55,6/4/98,1.1204,6/4/98,1.1442
6/3/98,1.1515,,,,,,,12/10/97,106.45,6/3/98,1.1201,6/3/98,1.1438
6/2/98,1.1513,,,,,,,12/9/97,106.56,6/2/98,1.1198,6/2/98,1.1435
6/1/98,1.1516,,,,,,,12/8/97,106.19,6/1/98,1.1195,6/1/98,1.1432
5/29/98,1.1501,,,,,,,12/5/97,105.97,5/29/98,1.1192,5/29/98,1.1428
5/28/98,1.1496,,,,,,,12/4/97,105.49,5/28/98,1.1189,5/28/98,1.1425
5/27/98,1.1515,,,,,,,12/3/97,105.52,5/27/98,1.1186,5/27/98,1.1422
5/26/98,1.1527,,,,,,,12/2/97,105.71,5/26/98,1.1183,5/26/98,1.1419
5/25/98,1.1523,,,,,,,12/1/97,105.71,5/25/98,1.1179,5/25/98,1.1415
5/22/98,1.1511,,,,,,,11/28/97,105.23,5/22/98,1.1176,5/22/98,1.1411
5/21/98,1.1493,,,,,,,11/26/97,104.99,5/21/98,1.1173,5/21/98,1.1407
5/20/98,1.1482,,,,,,,11/25/97,104.62,5/20/98,1.117,5/20/98,1.1404
5/19/98,1.1484,,,,,,,11/24/97,104.46,5/19/98,1.1167,5/19/98,1.1401
5/18/98,1.1471,,,,,,,11/21/97,104.26,5/18/98,1.1164,5/18/98,1.1397
5/15/98,1.1468,,,,,,,11/20/97,104.63,5/15/98,1.1161,5/15/98,1.1394
5/14/98,1.1469,,,,,,,11/19/97,104.42,5/14/98,1.1158,5/14/98,1.1391
5/13/98,1.1468,,,,,,,11/18/97,104.13,5/13/98,1.1154,5/13/98,1.1388
5/12/98,1.1459,,,,,,,11/17/97,104.19,5/12/98,1.1151,5/12/98,1.1385
5/11/98,1.1455,,,,,,,11/14/97,103.93,5/11/98,1.1148,5/11/98,1.1382
5/8/98,1.1449,,,,,,,11/13/97,103.72,5/8/98,1.1145,5/8/98,1.1379
5/7/98,1.1447,,,,,,,11/12/97,103.93,5/7/98,1.1142,5/7/98,1.1376
5/6/98,1.1448,,,,,,,11/11/97,103.76,5/6/98,1.1139,5/6/98,1.1373
5/5/98,1.1445,,,,,,,11/10/97,103.61,5/5/98,1.1136,5/5/98,1.1369
5/4/98,1.1435,,,,,,,11/7/97,103.27,5/4/98,1.1133,5/4/98,1.1366
5/1/98,1.1435,,,,,,,11/6/97,103.39,5/1/98,1.113,5/1/98,1.1363
4/30/98,1.1443,,,,,,,11/5/97,103.73,4/30/98,1.1127,4/30/98,1.1361
4/29/98,1.1449,,,,,,,11/4/97,103.68,4/29/98,1.1124,4/29/98,1.1357
4/28/98,1.1444,,,,,,,11/3/97,103.89,4/28/98,1.112,4/28/98,1.1354
4/27/98,1.1432,,,,,,,10/31/97,103.85,4/27/98,1.1117,4/27/98,1.1351
4/24/98,1.1432,,,,,,,10/30/97,103.75,4/24/98,1.1114,4/24/98,1.1348
4/23/98,1.1424,,,,,,,10/29/97,103.89,4/23/98,1.1111,4/23/98,1.1344
4/22/98,1.1423,,,,,,,10/28/97,103.96,4/22/98,1.1108,4/22/98,1.1341
4/21/98,1.1412,,,,,,,10/27/97,104.33,4/21/98,1.1105,4/21/98,1.1338
4/20/98,1.1414,,,,,,,10/24/97,104.52,4/20/98,1.1102,4/20/98,1.1335
4/17/98,1.141,,,,,,,10/23/97,104.44,4/17/98,1.1099,4/17/98,1.1332
4/16/98,1.1405,,,,,,,10/22/97,104.54,4/16/98,1.1096,4/16/98,1.1328
4/15/98,1.1403,,,,,,,10/21/97,104.62,4/15/98,1.1093,4/15/98,1.1325
4/14/98,1.14,,,,,,,10/20/97,104.38,4/14/98,1.109,4/14/98,1.1322
4/13/98,1.1392,,,,,,,10/17/97,104.29,4/13/98,1.1087,4/13/98,1.1319
4/10/98,1.139,,,,,,,10/16/97,103.77,4/10/98,1.1083,4/10/98,1.1315
4/9/98,1.139,,,,,,,10/15/97,103.86,4/9/98,1.108,4/9/98,1.1312
4/8/98,1.1394,,,,,,,10/14/97,104.03,4/8/98,1.1077,4/8/98,1.1309
4/7/98,1.1384,,,,,,,10/13/97,103.94,4/7/98,1.1074,4/7/98,1.1306
4/6/98,1.1384,,,,,,,10/10/97,103.85,4/6/98,1.1071,4/6/98,1.1302
4/3/98,1.1381,,,,,,,10/9/97,103.85,4/3/98,1.1068,4/3/98,1.1299
4/2/98,1.1371,,,,,,,10/8/97,104.05,4/2/98,1.1065,4/2/98,1.1295
4/1/98,1.1371,,,,,,,10/7/97,104.18,4/1/98,1.1062,4/1/98,1.1292
3/31/98,1.137,,,,,,,10/6/97,104.35,3/31/98,1.1059,3/31/98,1.1289
3/30/98,1.1362,,,,,,,10/3/97,104.34,3/30/98,1.1056,3/30/98,1.1285
3/27/98,1.136,,,,,,,10/2/97,104.47,3/27/98,1.1053,3/27/98,1.1282
3/26/98,1.1356,,,,,,,10/1/97,104.45,3/26/98,1.105,3/26/98,1.1279
3/25/98,1.1353,,,,,,,9/30/97,104.36,3/25/98,1.1047,3/25/98,1.1276
3/24/98,1.1348,,,,,,,9/29/97,104.22,3/24/98,1.1044,3/24/98,1.1272
3/23/98,1.1345,,,,,,,9/26/97,104.17,3/23/98,1.1041,3/23/98,1.1269
3/20/98,1.1342,,,,,,,9/25/97,104.62,3/20/98,1.1038,3/20/98,1.1266
3/19/98,1.134,,,,,,,9/24/97,104.36,3/19/98,1.1035,3/19/98,1.1263
3/18/98,1.134,,,,,,,9/23/97,104.79,3/18/98,1.1032,3/18/98,1.1259
3/17/98,1.1331,,,,,,,9/22/97,104.87,3/17/98,1.1029,3/17/98,1.1256
3/16/98,1.133,,,,,,,9/19/97,104.54,3/16/98,1.1026,3/16/98,1.1253
3/13/98,1.133,,,,,,,9/18/97,104.59,3/13/98,1.1023,3/13/98,1.1249
3/12/98,1.1324,,,,,,,9/17/97,104.46,3/12/98,1.102,3/12/98,1.1246
3/11/98,1.1321,,,,,,,9/16/97,104.45,3/11/98,1.1017,3/11/98,1.1243
3/10/98,1.132,,,,,,,9/15/97,104.42,3/10/98,1.1014,3/10/98,1.1239
3/9/98,1.1319,,,,,,,9/12/97,104.66,3/9/98,1.1011,3/9/98,1.1236
3/6/98,1.1311,,,,,,,9/11/97,104.69,3/6/98,1.1008,3/6/98,1.1233
3/5/98,1.131,,,,,,,9/10/97,104.99,3/5/98,1.1004,3/5/98,1.123
3/4/98,1.131,,,,,,,9/9/97,105.18,3/4/98,1.1002,3/4/98,1.1226
3/3/98,1.1301,,,,,,,9/8/97,105.33,3/3/98,1.0999,3/3/98,1.1223
3/2/98,1.1301,,,,,,,9/5/97,105.14,3/2/98,1.0996,3/2/98,1.122
2/27/98,1.13,,,,,,,9/4/97,105.4,2/27/98,1.0993,2/27/98,1.1217
2/26/98,1.1294,,,,,,,9/3/97,105.45,2/26/98,1.099,2/26/98,1.1214
2/25/98,1.1292,,,,,,,9/2/97,105.71,2/25/98,1.0987,2/25/98,1.1211
